# k [h/Mpc], q0, q1/i, q2, q3/i, q4
1.000000e-06 4.489782e+02 4.973779e+00 1.757380e-01 -1.045885e+01 4.950772e+02
1.489784e-06 4.489782e+02 4.973779e+00 1.757380e-01 -1.045885e+01 4.950772e+02
2.219456e-06 4.489782e+02 4.973779e+00 1.757380e-01 -1.045885e+01 4.950772e+02
3.306511e-06 4.489782e+02 4.973779e+00 1.757380e-01 -1.045885e+01 4.950772e+02
4.925987e-06 4.489782e+02 4.973779e+00 1.757380e-01 -1.045885e+01 4.950772e+02
7.338656e-06 4.489782e+02 4.973779e+00 1.757380e-01 -1.045885e+01 4.950772e+02
1.093301e-05 4.489782e+02 4.973779e+00 1.757380e-01 -1.045885e+01 4.950772e+02
1.628783e-05 4.489782e+02 4.973779e+00 1.757380e-01 -1.045885e+01 4.950772e+02
2.426534e-05 4.489782e+02 4.973779e+00 1.757380e-01 -1.045885e+01 4.950772e+02
3.615012e-05 4.489782e+02 4.973779e+00 1.757380e-01 -1.045885e+01 4.950772e+02
5.385587e-05 4.489782e+02 4.973779e+00 1.757380e-01 -1.045885e+01 4.950772e+02
1.034961e-04 4.485517e+02 9.548968e+00 2.890909e-01 7.070624e-01 -4.898727e+01
1.650345e-04 4.476091e+02 1.519196e+01 6.109456e-01 3.966229e+00 -5.919648e+01
2.219461e-04 4.463788e+02 2.036066e+01 1.293894e+00 -1.172015e+00 2.223776e+01
2.831569e-04 4.446390e+02 2.585988e+01 1.988571e+00 1.701773e+00 -1.231082e+01
3.481074e-04 4.423483e+02 3.160211e+01 2.956674e+00 2.857297e+00 -1.729385e+01
4.078467e-04 4.399201e+02 3.662314e+01 -1.306258e+01 -2.301810e+00 1.309037e+01
4.685721e-04 4.368698e+02 4.200109e+01 1.637045e+01 2.337765e+00 -3.128200e+00
5.344152e-04 4.332833e+02 4.736508e+01 9.857139e+00 2.835320e+00 -5.788067e+00
5.979215e-04 4.294256e+02 5.236440e+01 6.532400e+00 1.279200e+00 8.759266e-01
6.594309e-04 4.252664e+02 5.710074e+01 1.089926e+01 1.128364e+00 4.864145e+00
7.211547e-04 4.207460e+02 6.168842e+01 1.265621e+01 4.524715e+00 -7.025425e+00
7.842715e-04 4.158057e+02 6.609458e+01 1.230366e+01 3.745921e+00 -2.171808e+00
8.480725e-04 4.104125e+02 7.037245e+01 1.651327e+01 3.968188e+00 9.715799e-01
9.105595e-04 4.047570e+02 7.436737e+01 2.297453e+01 5.634293e+00 6.273601e-01
9.726731e-04 3.989370e+02 7.802694e+01 2.256046e+01 6.622743e+00 -8.969885e-01
1.035373e-03 3.927039e+02 8.154253e+01 2.603233e+01 9.237752e+00 -4.140240e+00
1.098784e-03 3.861813e+02 8.472657e+01 2.816232e+01 8.549952e+00 5.824376e-01
1.161586e-03 3.794415e+02 8.770401e+01 3.048866e+01 1.100009e+01 -2.616056e+00
1.224174e-03 3.724816e+02 9.033511e+01 3.433518e+01 1.160526e+01 4.846901e-01
1.288412e-03 3.651012e+02 9.285194e+01 3.719556e+01 1.517117e+01 -4.633576e+00
1.351080e-03 3.577617e+02 9.483471e+01 4.099720e+01 1.404991e+01 3.049327e+00
1.412291e-03 3.503301e+02 9.673132e+01 4.436381e+01 1.873636e+01 -3.228276e+00
1.475368e-03 3.426339e+02 9.826458e+01 4.644688e+01 1.975034e+01 -3.134847e+00
1.538515e-03 3.346755e+02 9.965697e+01 4.995226e+01 2.412497e+01 -7.806695e+00
1.601338e-03 3.268257e+02 1.003806e+02 5.390611e+01 2.164149e+01 3.377995e+00
1.665074e-03 3.185768e+02 1.011662e+02 5.816834e+01 2.563686e+01 -9.805807e-02
1.728027e-03 3.103874e+02 1.018465e+02 5.937208e+01 3.096480e+01 -8.413913e+00
1.789887e-03 3.023089e+02 1.018024e+02 6.541881e+01 3.127109e+01 -1.238087e+00
1.852570e-03 2.941136e+02 1.018952e+02 6.651311e+01 3.521332e+01 -7.418720e+00
1.915088e-03 2.859751e+02 1.013618e+02 7.108822e+01 3.549792e+01 -1.241497e+00
1.978019e-03 2.775868e+02 1.010709e+02 7.330182e+01 4.131456e+01 -9.027336e+00
2.041684e-03 2.693007e+02 1.000482e+02 7.799789e+01 4.220422e+01 -3.736976e+00
2.104726e-03 2.611143e+02 9.911584e+01 7.983084e+01 4.506709e+01 -6.465533e+00
2.167060e-03 2.529666e+02 9.793481e+01 8.328820e+01 4.863065e+01 -7.668881e+00
2.229921e-03 2.449167e+02 9.649347e+01 8.612052e+01 5.089127e+01 -7.470760e+00
2.292794e-03 2.368640e+02 9.495558e+01 8.880088e+01 5.435077e+01 -9.405641e+00
2.355230e-03 2.290494e+02 9.309157e+01 9.209096e+01 5.623994e+01 -7.762556e+00
2.418331e-03 2.212228e+02 9.113206e+01 9.485237e+01 5.900915e+01 -8.052393e+00
2.481215e-03 2.134673e+02 8.914575e+01 9.707094e+01 6.245778e+01 -1.052331e+01
2.543891e-03 2.060177e+02 8.682781e+01 9.989010e+01 6.403971e+01 -8.528235e+00
2.607003e-03 1.984342e+02 8.462644e+01 1.019083e+02 6.791540e+01 -1.172466e+01
2.669740e-03 1.911377e+02 8.224229e+01 1.039551e+02 7.045246e+01 -1.236606e+01
2.732628e-03 1.841680e+02 7.952977e+01 1.065351e+02 7.178999e+01 -1.037288e+01
2.796013e-03 1.770457e+02 7.700419e+01 1.082938e+02 7.494756e+01 -1.232245e+01
2.858795e-03 1.702447e+02 7.438609e+01 1.098661e+02 7.685870e+01 -1.232726e+01
2.920959e-03 1.637935e+02 7.159822e+01 1.116693e+02 7.876999e+01 -1.256323e+01
2.983535e-03 1.572948e+02 6.893866e+01 1.129973e+02 8.111631e+01 -1.320915e+01
3.046449e-03 1.509725e+02 6.617413e+01 1.142624e+02 8.345528e+01 -1.452539e+01
3.109435e-03 1.448453e+02 6.346919e+01 1.149843e+02 8.483252e+01 -1.484551e+01
3.172429e-03 1.391871e+02 6.040986e+01 1.168881e+02 8.554292e+01 -1.215936e+01
3.235378e-03 1.333792e+02 5.767499e+01 1.176148e+02 8.773454e+01 -1.408332e+01
3.298350e-03 1.278142e+02 5.495238e+01 1.181097e+02 8.880378e+01 -1.384954e+01
3.361502e-03 1.223563e+02 5.224721e+01 1.184225e+02 9.057394e+01 -1.550407e+01
3.424034e-03 1.172924e+02 4.952447e+01 1.188838e+02 9.121407e+01 -1.458982e+01
3.486610e-03 1.124492e+02 4.681004e+01 1.192740e+02 9.183794e+01 -1.393849e+01
3.549533e-03 1.075219e+02 4.426052e+01 1.190958e+02 9.296645e+01 -1.513450e+01
3.612035e-03 1.032471e+02 4.150545e+01 1.200007e+02 9.253776e+01 -1.186867e+01
3.674842e-03 9.852748e+01 3.924826e+01 1.185876e+02 9.378041e+01 -1.498271e+01
3.737743e-03 9.446298e+01 3.668495e+01 1.188544e+02 9.349760e+01 -1.302213e+01
3.800817e-03 9.015899e+01 3.446084e+01 1.177189e+02 9.402335e+01 -1.411909e+01
3.863693e-03 8.652775e+01 3.200163e+01 1.178732e+02 9.338916e+01 -1.202425e+01
3.926624e-03 8.264113e+01 2.988167e+01 1.167820e+02 9.330746e+01 -1.206771e+01
3.989691e-03 7.913613e+01 2.771639e+01 1.160347e+02 9.286231e+01 -1.153260e+01
4.052279e-03 7.568555e+01 2.571140e+01 1.149835e+02 9.224867e+01 -1.078268e+01
4.115276e-03 7.234476e+01 2.376374e+01 1.137681e+02 9.176494e+01 -1.073219e+01
4.178091e-03 6.932289e+01 2.187850e+01 1.127319e+02 9.070997e+01 -9.414978e+00
4.240529e-03 6.627185e+01 2.014118e+01 1.113493e+02 8.984926e+01 -8.668370e+00
4.303566e-03 6.346257e+01 1.840834e+01 1.100530e+02 8.871016e+01 -7.910733e+00
4.366473e-03 6.072733e+01 1.682519e+01 1.085974e+02 8.750100e+01 -6.581756e+00
4.429136e-03 5.812460e+01 1.531806e+01 1.068681e+02 8.637109e+01 -6.455247e+00
4.491804e-03 5.546883e+01 1.394457e+01 1.048832e+02 8.490267e+01 -5.678911e+00
4.554524e-03 5.332074e+01 1.249428e+01 1.038192e+02 8.344231e+01 -3.998804e+00
4.617696e-03 5.096322e+01 1.129813e+01 1.015935e+02 8.182685e+01 -3.248860e+00
4.680743e-03 4.878965e+01 1.007051e+01 9.992092e+01 8.015565e+01 -1.981617e+00
