# k, w0, w2, w4, norm, alpha = 95.29458797698169, 0.020396601298
0.000000e+00 1.550992e+12 0.000000e+00 7.467343e+11
8.899641e-03 8.186436e+10 1.077694e+11 1.297986e+11
1.507912e-02 6.856705e+09 -3.096806e+09 1.045779e+10
2.144790e-02 1.116223e+09 -2.922102e+08 2.968822e+09
2.783661e-02 4.894891e+08 6.319692e+08 1.979867e+09
3.435100e-02 1.703960e+08 -7.478844e+07 4.576496e+08
4.083991e-02 9.873900e+07 4.439138e+07 3.947198e+08
4.698702e-02 5.555257e+07 2.876343e+06 2.073717e+08
5.308225e-02 3.412467e+07 -2.077102e+07 1.018115e+08
5.945362e-02 2.598174e+07 9.461797e+06 1.040307e+08
6.577700e-02 1.629053e+07 -1.482684e+07 5.247560e+07
7.197689e-02 1.159524e+07 -2.599151e+06 4.138613e+07
7.827861e-02 8.563231e+06 -5.286934e+06 2.913349e+07
8.477675e-02 6.705340e+06 -3.755814e+06 2.394330e+07
9.114140e-02 5.776234e+06 5.794144e+05 2.244061e+07
9.729310e-02 3.817512e+06 -4.286046e+06 1.120635e+07
1.035319e-01 3.432151e+06 -1.040590e+06 1.215860e+07
1.098002e-01 2.535694e+06 -2.122658e+06 7.316803e+06
1.161384e-01 2.210899e+06 -1.242711e+06 6.973900e+06
1.224366e-01 2.058230e+06 -1.866819e+05 6.947692e+06
1.287919e-01 1.632378e+06 -1.053572e+06 4.556517e+06
1.350527e-01 1.534786e+06 1.076950e+05 5.283894e+06
1.412473e-01 1.130848e+06 -9.657836e+05 2.830901e+06
1.475550e-01 1.118580e+06 -4.741035e+05 3.034508e+06
1.537865e-01 9.304847e+05 -6.058265e+05 2.168214e+06
1.600658e-01 8.368151e+05 -6.907844e+05 1.753746e+06
1.664907e-01 8.229905e+05 -2.373280e+05 1.974753e+06
1.728199e-01 6.943410e+05 -5.558155e+05 1.302534e+06
1.790373e-01 6.488085e+05 -4.500161e+05 1.257622e+06
1.852976e-01 7.003932e+05 2.210138e+04 1.782156e+06
1.915600e-01 6.629732e+05 -9.570873e+04 1.466165e+06
1.978364e-01 5.863648e+05 -1.323701e+05 1.146847e+06
2.041561e-01 5.300769e+05 -2.641299e+05 8.080214e+05
2.104624e-01 5.310686e+05 -1.493816e+05 9.304029e+05
2.167334e-01 4.732388e+05 -2.351888e+05 6.332442e+05
2.229981e-01 4.706506e+05 -1.666775e+05 6.731358e+05
2.292620e-01 4.600054e+05 -1.647208e+05 6.123901e+05
2.355344e-01 4.375710e+05 -1.851883e+05 4.790194e+05
2.418610e-01 4.379705e+05 -1.361163e+05 5.210962e+05
2.481330e-01 4.019446e+05 -1.260290e+05 3.927950e+05
2.543680e-01 4.117414e+05 -6.534733e+04 4.601151e+05
2.606772e-01 3.936059e+05 -1.264101e+05 3.412857e+05
2.669610e-01 3.809975e+05 -9.756606e+04 3.127672e+05
2.732523e-01 3.826554e+05 -6.319600e+04 3.401662e+05
2.795629e-01 3.612501e+05 -9.331739e+04 2.249615e+05
2.858569e-01 3.716513e+05 -6.225890e+04 2.915824e+05
2.921044e-01 3.610511e+05 -7.952358e+04 2.290037e+05
2.983501e-01 3.597583e+05 -7.155430e+04 2.485045e+05
3.046418e-01 3.532228e+05 -5.561404e+04 2.058412e+05
3.109311e-01 3.458482e+05 -7.885358e+04 1.484881e+05
3.172168e-01 3.511513e+05 -3.520883e+04 2.326254e+05
3.235188e-01 3.356788e+05 -5.134697e+04 1.628175e+05
3.298228e-01 3.417969e+05 -2.125227e+04 1.898709e+05
3.361452e-01 3.399377e+05 -4.852581e+04 1.545470e+05
3.424247e-01 3.306842e+05 -4.672592e+04 1.299081e+05
3.486827e-01 3.361160e+05 -7.051127e+03 1.996108e+05
3.549876e-01 3.304258e+05 -1.039891e+04 1.605848e+05
3.612423e-01 3.256965e+05 -3.675131e+04 1.245401e+05
3.675075e-01 3.251219e+05 -4.535130e+04 1.061305e+05
3.737909e-01 3.200393e+05 -1.704750e+04 1.335366e+05
3.800794e-01 3.161255e+05 -2.094264e+04 1.088092e+05
3.863752e-01 3.133901e+05 -3.077950e+04 9.044095e+04
3.926522e-01 3.238241e+05 -1.126749e+04 1.177381e+05
3.989501e-01 3.189636e+05 -3.075222e+04 7.822835e+04
4.052226e-01 3.160422e+05 -3.886489e+04 7.256083e+04
4.115204e-01 3.173635e+05 -3.051512e+04 7.815697e+04
4.178099e-01 3.143209e+05 -3.506800e+04 7.135746e+04
4.240561e-01 3.133331e+05 -2.641414e+04 6.845071e+04
4.303610e-01 3.079264e+05 -2.632127e+04 5.934486e+04
4.366582e-01 3.122589e+05 -1.725520e+04 6.461335e+04
4.429084e-01 3.103075e+05 -1.310740e+04 5.712916e+04
4.491650e-01 3.099873e+05 9.876373e+02 6.484577e+04
4.554492e-01 3.040780e+05 -1.919469e+04 3.749886e+04
4.617706e-01 3.048984e+05 -1.555702e+04 3.455890e+04
4.680956e-01 3.072543e+05 -1.379689e+03 5.627659e+04
4.743832e-01 3.037027e+05 -1.355131e+04 4.353562e+04
4.806633e-01 3.047849e+05 -2.029956e+04 3.518779e+04
4.869367e-01 3.039949e+05 -1.426256e+04 4.531978e+04
4.931970e-01 3.044018e+05 -1.301007e+04 4.366196e+04
4.994650e-01 3.090035e+05 -2.392612e+03 6.338975e+04
5.057178e-01 3.060231e+05 -1.937450e+04 3.609434e+04
5.119987e-01 3.050990e+05 -4.951159e+03 5.483807e+04
5.183168e-01 3.069639e+05 -6.774899e+03 3.620963e+04
5.246156e-01 3.003572e+05 -1.204221e+04 2.679358e+04
5.308821e-01 3.020183e+05 -2.086361e+04 2.051905e+04
5.371598e-01 2.991969e+05 -1.299798e+04 2.816677e+04
5.434872e-01 3.000066e+05 -3.266038e+03 3.781436e+04
5.497692e-01 3.000687e+05 -1.592050e+04 2.589246e+04
5.560081e-01 2.997939e+05 -1.076015e+04 2.823801e+04
5.623008e-01 3.022456e+05 -1.518531e+04 3.323889e+04
5.686207e-01 2.997514e+05 -8.273561e+03 2.118309e+04
5.749002e-01 3.034149e+05 9.779345e+03 5.145025e+04
5.811845e-01 2.968619e+05 1.977529e+02 3.046777e+04
5.874668e-01 2.973581e+05 -9.446799e+03 2.252935e+04
5.937353e-01 2.986144e+05 -7.633437e+03 2.730372e+04
6.000128e-01 2.973002e+05 -5.671240e+03 3.413542e+04
6.062799e-01 2.960803e+05 -1.478091e+04 1.480361e+04
6.125591e-01 2.972833e+05 -1.300617e+04 1.317206e+04
6.188704e-01 2.988819e+05 -1.041380e+04 1.923402e+04
6.251521e-01 2.945262e+05 -5.539151e+03 1.523923e+04
6.314112e-01 2.984212e+05 -4.198792e+03 1.759349e+04
6.377084e-01 2.969693e+05 -6.536004e+03 1.735580e+04
6.439994e-01 2.964985e+05 -9.392091e+03 1.276289e+04
6.502816e-01 2.969106e+05 -4.321796e+03 1.758742e+04
6.565789e-01 2.977890e+05 -5.646564e+03 1.564047e+04
6.628580e-01 2.966232e+05 -6.039010e+03 2.167540e+04
6.691285e-01 2.980109e+05 2.339486e+03 3.050311e+04
6.754207e-01 2.962091e+05 -1.723435e+03 2.254426e+04
6.816941e-01 2.988600e+05 2.498866e+03 3.577677e+04
6.879722e-01 2.970647e+05 -6.094891e+03 1.017129e+04
6.942511e-01 2.974482e+05 -1.648043e+03 2.028625e+04
7.005270e-01 2.979254e+05 7.877053e+02 1.630796e+04
7.068222e-01 2.972648e+05 -2.806416e+03 1.934495e+04
7.131206e-01 2.979360e+05 -9.675575e+03 1.306952e+04
7.194093e-01 2.989906e+05 -9.486183e+03 1.441033e+04
7.256931e-01 2.995032e+05 -1.141225e+04 1.902194e+04
7.319783e-01 2.971272e+05 -1.146545e+04 1.324090e+04
7.382662e-01 2.989268e+05 -8.250956e+03 1.993066e+04
7.445383e-01 2.983645e+05 -7.918307e+03 2.036662e+04
7.507950e-01 2.961312e+05 -3.597293e+03 1.890156e+04
7.570781e-01 2.953688e+05 -9.276768e+03 1.126071e+04
7.633670e-01 2.971506e+05 -1.178873e+04 1.199829e+04
7.696489e-01 2.998962e+05 -1.099148e+04 1.918265e+04
7.759434e-01 2.982638e+05 -1.626552e+04 1.464474e+04
7.822391e-01 2.967888e+05 -1.115837e+04 1.479932e+04
7.885406e-01 2.984908e+05 -1.020595e+04 2.114382e+04
7.947963e-01 2.965440e+05 -1.066038e+04 1.472502e+04
8.010496e-01 2.986478e+05 -3.450319e+03 1.801197e+04
8.073490e-01 2.969848e+05 -3.335128e+03 1.678141e+04
8.136387e-01 2.961188e+05 -1.030628e+04 1.934818e+04
8.199299e-01 2.957664e+05 -1.288593e+04 1.751738e+04
8.262096e-01 2.948063e+05 -8.762270e+03 1.643133e+04
8.325093e-01 2.950334e+05 -7.615452e+03 1.642384e+04
8.388149e-01 2.958752e+05 -8.909072e+03 1.222120e+04
8.450815e-01 2.971101e+05 -7.556351e+03 1.707785e+04
8.513433e-01 2.957225e+05 -6.938795e+03 1.846525e+04
8.576279e-01 2.972709e+05 -6.241475e+03 1.744888e+04
8.639168e-01 2.948150e+05 -7.518088e+03 1.191124e+04
8.701983e-01 2.957885e+05 -8.894566e+03 1.389980e+04
8.764764e-01 2.947442e+05 -1.176126e+04 9.186208e+03
8.827642e-01 2.955938e+05 -8.381857e+03 1.380332e+04
8.890454e-01 2.967041e+05 -1.128290e+04 1.307334e+04
8.953183e-01 2.974305e+05 -1.002498e+04 8.811005e+03
9.016047e-01 2.962235e+05 -6.267566e+03 1.148732e+04
9.078894e-01 2.967801e+05 -3.903750e+03 1.929445e+04
9.141821e-01 2.953005e+05 -4.948822e+03 1.118663e+04
